Código;Descripción;Descripción adicional;Sinónimo;Código de barras;Tipo;Escala
14070157;Interruptor Termomag. 4X32 A;;;;Simple;No usa
14070158;Morceto Para Jabalinas;;;;Simple;No usa
14070159;Cable Unipolar -1 Mm Rojo;;;;Simple;No usa
14070160;Cable Unipolar - 1Mm Blanco ;;;;Simple;No usa
14070161;Terminales Mangos Desnudo70Mm;Cobre Estañado ;;;Simple;No usa
14070162;Cable Unipolar X 1 Mm Negro;;;;Simple;No usa
14070163;Cable Unipolar X 1 Mm Celeste ;;;;Simple;No usa
14070164;Cable Subt.o 3X3,5Mm+1 T 16Mm;Subterraneo ;;;Simple;No usa
14070165;Llave Compacta 80 Amp. ;Schneider;;;Simple;No usa
14070166;Termo Contraible 22/6;;;;Simple;No usa
14070167;Termo Contraible 33/8;;;;Simple;No usa
14070168;Fusible Baja Tension Nh 00-50A;;;;Simple;No usa
14070169;Tablero Para Tomas Europeos ;;;;Simple;No usa
14070170;Llave Compacta 250 Amp.; Schneider ;;;Simple;No usa
14070171;Fichas P-Embutir 16 A -2P + 1N;Industrial inclinada;;;Simple;No usa
14070172;Cable Unipolar Multif. 120Mm;Multifilamneto;;;Simple;No usa
14070173;Arandela Bimetal 5/8 Cu/Al;;;;Simple;No usa
14070174;Cajas Apr 01 Porta Fusibles ;;;;Simple;No usa
14070175;Terminal Ojal 2,4Mm Secc.1,5Mm;Rojo;;;Simple;No usa
14070176;Fichas Industrial Macho 32 A ;Scame;;;Simple;No usa
14070177;Fichas Hembra 32A 5Pin3L+1N+1T; Industrial   Scame ;;;Simple;No usa
14070178;Contactor Steck Sk 109A 10M;;;;Simple;No usa
14070179;Rele Termico 0,16 - 0,25A;;;;Simple;No usa
14070180;Caño Eléctrico 25Mm;;;;Simple;No usa
14070181;"Terminal Ojal o 1/2"" X 185Mm ";Bimetal Estañad;;;Simple;No usa
14070182;Baristol ;;;;Simple;No usa
14070183;Bornera De Conexión 2,5 Mm ;;;;Simple;No usa
14070184;Fusible Baja Tension Nh1 125A ;;;;Simple;No usa
14070185;Fusible Baja Tension Nh3 500A ;;;;Simple;No usa
14070186;Fusible Baja Tension Nh3 630A ;;;;Simple;No usa
14070187;Cinta Helicoidal 12Mm;;;;Simple;No usa
14070188;Contactor Steck  S-K1 18A 10;;;;Simple;No usa
14070189;Guarda Motor  9-13 A;General Electric;;;Simple;No usa
14070190;Cupla P/Conexiones Elect.25Mm;;;;Simple;No usa
14070191;Conectores P/Cajas De Pase25Mm;;;;Simple;No usa
14070192;Interruptor Termomag. 3XC6 A;;;;Simple;No usa
14070193;Contactor Lc1Dlkm7Tesys-040182;Schneider;;;Simple;No usa
14070194;Fusible Mini Muelita 75 Amp.;;;;Simple;No usa
14070195;Pulsador Botonera Rasante;Rojo Y Verde ;;;Simple;No usa
14070196;Bloque Contacto Auxiliar ;Rojo Y Verde ;;;Simple;No usa
14070197;Capasitor 22 Microfaradios ;;;;Simple;No usa
14070198;Botonera Arranque /Parada ;;;;Simple;No usa
14070199;Monitor De Fase 3L + N ;(Finder);;;Simple;No usa
14070200;Cable Plano Subt. 3 X 25Mm;Subterraneo ;;;Simple;No usa
14070201;Guarda Motor Gv2 L20; (Tg. Planta Alim.);;;Simple;No usa
14070202;Reflector 200W.;;;;Simple;No usa
14070203;Reflector 20W;;;;Simple;No usa
14070204;Terminal Ojal 5Mm ;Mod. C3 55-5/12-10 ;;;Simple;No usa
14070205;Pulsador Botonera ;Contactor Aux. ;;;Simple;No usa
14070206;Terminales Manguitos 5,5Mm;De Empalme  ;;;Simple;No usa
14070207;Terminales Manguitos 1,5-2,5Mm;De Empalme Aislado;;;Simple;No usa
14070208;Unión Aislado 4/6Mm;;;;Simple;No usa
14070209;Unión Aislado 1,5/2,5Mm;;;;Simple;No usa
14070210;Cable Multifilamento  7 X 1Mm;Mayado;;;Simple;No usa
14070211;Caño Eléctrico 22 Mm;;;;Simple;No usa
14070212;Cable Unipolar - 1Mm ;Marrón;;;Simple;No usa
14070213;Plafon T8 Tipo Marea ;Para Tubo Led ;;;Simple;No usa
14070214;Cajas De Pase 90X90X15;;;;Simple;No usa
14070215;Modulo Llave 1 Punto;;;;Simple;No usa
14070216;Apliques 1 Punto Y 1 Toma;;;;Simple;No usa
14070217;Aplique Doble Toma X 10Amp. ;;;;Simple;No usa
14070218;Termo Contraible 13 Mm;;;;Simple;No usa
14070219;Termo Contraible 6,4Mm;;;;Simple;No usa
14070220;Terminal Ojal 4Mm Azul B3 ;Secc1,5Mm Aislado ;;;Simple;No usa
14070221;Tapas Ciegas Para Cajas ;octogonal;;;Simple;No usa
14070222;Terminales Mangos1,5- 2,5Mm;;;;Simple;No usa
14070223;Cajas Capsuladas C/Tapa S/Toma;;;;Simple;No usa
14070224;Modulo TomX 20 Amp. P/ Aplique;C/Tapa;;;Simple;No usa
14070225;Fusible Mini Muelita 25 Amp.;;;;Simple;No usa
14070226;Cable Tpr 3 X 1 Mm;;;;Simple;No usa
14070227;Fusible Mini Muelita 30 Amp.;;;;Simple;No usa
14070228;Terminal Palita - H -  2,5 Mm;Aislado Completo ;;;Simple;No usa
14070229;"Conector Prensacables R- 3/4"" ";Blanco;;;Simple;No usa
14070230;"Conector Prensacables R- 1/2"" ";Blanco;;;Simple;No usa
14070231;"Conector Prensacables R- 3/8"" ";Blanco;;;Simple;No usa
14070232;Grampas P-Caños Elect. Ø25Mm;Electricos;;;Simple;No usa
14070233;Grampas P-Caños Elect. Ø32Mm;Electricos;;;Simple;No usa
14070234;Grampas P-Caños Elect. Ø40Mm;Electricos;;;Simple;No usa
14070235;Lámparas Led  50 Wats R E27 ;;;;Simple;No usa
14070236;Cinta Aisladora ;;;;Simple;No usa
14070237;Contactores  Lc1E0910M 9Amp.;;;;Simple;No usa
14070238;Bobina Disparo P/Caja Moldeada;3 Polos 630 Amp. ;;;Simple;No usa
14070239;Submonitor;Protección  Tensión;;;Simple;No usa
14070240;Interruptor  Okn 16,0 Amp.;;;;Simple;No usa
14070241;Regulador De Voltaje Rnm617181;12V;;;Simple;No usa
14070242;Seleccionador Rt 18-32 Amp. ;10 X 38 500V.;;;Simple;No usa
14070243;Caja De Pase 2,44X2,30X141Mm;Pvc Azul ;;;Simple;No usa
14070244;Guarda Motor Gv2P07 1,6-2,5A;;;;Simple;No usa
14070245;Relés Termico Lrd32 Tesys ; 034685 23 - 32 Amp.;;;Simple;No usa
14070246;Disparador Shunt Release For;Ba-630-800;;;Simple;No usa
14070247;Protector De Tensión Trifásico;Rbc Sitel16A.;;;Simple;No usa
14070248;Transformadores Pec24 -24V.;Macroled;;;Simple;No usa
14070249;Contactor Sd 109 P1 Na 660V ;Bob 220;;;Simple;No usa
14070250;Relevo Termico Sd 20,16-0,25;25Amp.;;;Simple;No usa
14070251;Modulador Din Rut 33 F-Q;;;;Simple;No usa
14070252;Protector De Face Rut33-1Q;;;;Simple;No usa
14070253;Barramiento Isol 4P 125A ;;;;Simple;No usa
14070254;Gabinete Ip65 ;Modelo Ge4030-16;;;Simple;No usa
14070255;Gabinete 242X232X140 ;Polip.2001 Tab;;;Simple;No usa
14070256;Gabinete Ip65 30X45X15;;;;Simple;No usa
14070257;Transformador 230/230 v;;;;Simple;No usa
14070258;Fichas macho tres patas -10 am;;;;Simple;No usa
14070259;Contactor LC1k16-10M7 NO;;;;Simple;No usa
14070260;Fichas industrial macho 16 A. ;;;;Simple;No usa
14070261;Ganchos en susp. p/portalam5/8;;;;Simple;No usa
14070262;Varistor 391 v D 20;;;;Simple;No usa
14070263;"Conector Preensacable 5/8"" Bsc";Negro;;;Simple;No usa
14070264;Micro Switch interruptor 15 A ;Alimentadores mater.;;;Simple;No usa
14070265;Modulo toma 10 amper;;;;Simple;No usa
14070266;Interruptor de horario digital;Modelo IHD3Y;;;Simple;No usa
14070267;Terminal p/ cable cobre 1.5mm;Modelo IHD3Y;;;Simple;No usa
14070268;Cable de red 2x1.50mm;;;;Simple;No usa
14070269;Terminal aislado p/cable 2.5 ;tipo ojo;;;Simple;No usa
14070270;Toma corriente doble ;;;;Simple;No usa
14070271;Cable canal 20x10;;;;Simple;No usa
14070272;Cable tpr 3x2.5mm2;;;;Simple;No usa
14070273;Toma doble p/exterior;;;;Simple;No usa
14070274;Termomagnética bipolar 16amp;;;;Simple;No usa
14070275;Espiral p/ordenar cables;;;;Simple;No usa
14070276;Luces de emergencia;;;;Simple;No usa
14070277;Tubo led T8 18W;;;;Simple;No usa
14070278;Térmica tetrapolar 25 amp ;;;;Simple;No usa
14070279;Portalámpara RE27 cerámico c/p;c/ puente;;;Simple;No usa
14070280;Contactor  LC1K09 10B7– 24V-NO;Schneider;;;Simple;No usa
14070281;Capacitor 400 v x25 A;Schneider;;;Simple;No usa
14070282;Fusible baja tensión NH NT ;000-50A-500V;;;Simple;No usa
14070283;Fusible Baja Tens. NHNT1-500A;500V;;;Simple;No usa
14070284;Fusible media tensión K-12;;;;Simple;No usa
14070285;Compacta steck 3 x 160 A;;;;Simple;No usa
14070286;Compacta TD100N Susol 100A;;;;Simple;No usa
14070287;Interruptor termo magnético ;;;;Simple;No usa
14070288;Capacitor contactor LC1DLKM7 ;;;;Simple;No usa
14070289;Bobina p/ contac. A26 DA20-10;;;;Simple;No usa
14070290;Bobina para contactor TF42-23;;;;Simple;No usa
14070291;Contactor auxiliar  CA4-16A ;;;;Simple;No usa
14070292;Disipador 600-800;;;;Simple;No usa
14070293;Ficha industrial 3 pin16 A Mac;;;;Simple;No usa
14070294;Ficha industrial 5 pin16 A Hem;;;;Simple;No usa
14070295;Cajas aéreas capsuladas s/ apl;;;;Simple;No usa
14070296;Cajas aéreas pvc;;;;Simple;No usa
14070297;Relé de sobre carga TF65-67;;;;Simple;No usa
14070298;Relé de protección térmica ;0,16,0,25 A;;;Simple;No usa
14070299;Relevo térmico RW 27D;;;;Simple;No usa
14070300;Relevo térmico TA 25DV;;;;Simple;No usa
14070301;Temporizador ME- MT-7;;;;Simple;No usa
14070302;Prot. de fase CPT-CS1-40/230;;;;Simple;No usa
14070303;Prot de fase CPT-CS1-40 N;;;;Simple;No usa
14070304;Relé RA4P05 TLB7 BOB24V;;;;Simple;No usa
14070305;Relé CR-P230 A C2 8 A;;;;Simple;No usa
14070306;Relé CR-P230A C2 8AC4L;;;;Simple;No usa
14070307;Micro switch serie x15 A ;;;;Simple;No usa
14070308;Terminal ojal 3,16 estañado;sección 1,5 mm;;;Simple;No usa
14070309;Terminal ojal bimetal LCT120/2;;;;Simple;No usa
14070310;Terminal ojal estañ.LCT70 MM;;;;Simple;No usa
14070311;Terminal empalme estañ. 35 mm;;;;Simple;No usa
14070312;Borneras de conex.unip 16mm ;;;;Simple;No usa
14070313;Borneras de conex en bloq 4mm;;;;Simple;No usa
14070314;Cable unip x 1 mm marrón;;;;Simple;No usa
14070315;Cable unip 1x10 mm verde-amari;;;;Simple;No usa
14070316;Cable subterráneo 1x10mm ;;;;Simple;No usa
14070317;Cable subterráneo 1x16mm  ;;;;Simple;No usa
14070318;Termo contraíbles 0,6 -3mm;;;;Simple;No usa
14070319;Cinta espiral ;;;;Simple;No usa
14070320;Cable ranurado 25x25x2000mm ;;;;Simple;No usa
14070321;Bornera repart bipolar 7 conex;;;;Simple;No usa
14070322;Controlador led mod LD 24W;;;;Simple;No usa
14070323;Conectores elect. de pvc32mm;;;;Simple;No usa
14070324;Cupla unión de caño pvc22mm;;;;Simple;No usa
14070325;Grampas elect. Pvc 22mm;;;;Simple;No usa
14070326;Curvas elect. Pvc 40mm;;;;Simple;No usa
14070327;Curvas elect. Pvc 32mm;;;;Simple;No usa
14070328;Curvas elect. Pvc 22mm;;;;Simple;No usa
14070329;Curvas elect. Pvc 20mm;;;;Simple;No usa
14070330;Octogonales de pvc;;;;Simple;No usa
14070331;Fuente trafo 24 v.Pot 150A;;;;Simple;No usa
14070332;Fuente trafo 24vPot.125A;;;;Simple;No usa
14070333;Fuente trafo 24v.Pot.75A;;;;Simple;No usa
14070334;Terminal Tubular 1x1mm;;;;Simple;No usa
14070335;Limite de carrera c/resort ;Kxl-901;;;Simple;No usa
14070336;Interruptor p/ taladro banco ;KJD18;;;Simple;No usa
14070337;Capacitor LM44010LVA 1.0MF 440;1.0MF – 440VCA ;;;Simple;No usa
14070338;Resistencia segm-ceramica 5w; 5W- 100 OHMS;;;Simple;No usa
14070339;Contactor  LC1D32B7 Bobina 24V;Schneider;;;Simple;No usa
14070340;Lámpara led 12W;;;;Simple;No usa
14070341;Panel led 24W ;;;;Simple;No usa
14070342;Fuente led 12V 30amp;;;;Simple;No usa
14070343;Lámpara dicroica 5/7W;;;;Simple;No usa
14070344;Cable Unipolar P.A Tierra 4Mm;Verde Amarillo;;;Simple;No usa
14070345;Cable Unipolar P.A Tierra 1.5M;Verde Amarillo;;;Simple;No usa
14070346;Pegamento Sellador;;;;Simple;No usa
14070347;Llave select. 0.1 - 2 posic. ;;;;Simple;No usa
14070348;Cable Multipolar 4x0.125mm ;Mallado blindado;;;Simple;No usa
14070349;Reflector 50w. IP65;;;;Simple;No usa
14070350;Luz de ojo buey color rojo;;;;Simple;No usa
14070351;Interruptor Termomag unip. 6A;;;;Simple;No usa
14070352;Interruptor Termom. Tetrap 40A;;;;Simple;No usa
14070353;Interruptor Termom Tetrap 125A;;;;Simple;No usa
14070354;Conductímetro;;;;Simple;No usa
14070355;"Prensa cable de acero 1/8""";De Poliamida;;;Simple;No usa
14070356;Caja De Pase 115x115x80mm;Estanco;;;Simple;No usa
14070357;Descargador de sobretensión;;;;Simple;No usa
14070358;Materiales Eléct. varios ;;;;Simple;No usa
14070359;Capacitor 2.5 microfaradios;;;;Simple;No usa
14070360;Cable Unipolar 1x2.5Mm ;Verde Amarillo;;;Simple;No usa
14070361;Cable Unipolar 1x4.mm ;Verde Amarillo;;;Simple;No usa
14070362;Cable Tpr 4x4 mts;;;;Simple;No usa
14070363;Cable Tpr 4x1.5 mm2 ;;;;Simple;No usa
14070364;Contactora 18A x220V;;;;Simple;No usa
14070365;Tablero comando ;;;;Simple;No usa
14070366;Fusible Media Tension 25k;;;;Simple;No usa
14070367;Fusible Media Tension 1.5 K;;;;Simple;No usa
14070368;Arrancadores Suave P/ mez. ;;;;Simple;No usa
14070369;Capacitor 7.5 Kvar 400v trif ;39Uf;;;Simple;No usa
14070370;Capacitor MKP 20,0 Kvar 400V;;;;Simple;No usa
14070371;Temporizador ABB CT-YDE;Schneider;;;Simple;No usa
14070372;Reflector 150W.;;;;Simple;No usa
14070373;Vent. cooler 220vac ;120x120x38mm;;;Simple;No usa
14070374;Contactor Lc1F115 bob. 24v;;;;Simple;No usa
14070375;Interruptor termomagnético tetrapolar  50A;;;;Simple;No usa
14070376;Válvula de seguridad ;;;;Simple;No usa
14070377;Fusible 8 x 36 ;;;;Simple;No usa
14070378;Convertidor de Freq WEG, CFW300;;;;Simple;No usa
14070379;Cable Tpr 3 X 1.5 Mmt;;;;Simple;No usa
14070380;Cable unipolar multifilamento 2178E 1x185 ;;;;Simple;No usa
14070381;Cable unipolar multifilamento 2178E 1x150 ;;;;Simple;No usa
14070382;Terminal cobre estañado 185mm;;;;Simple;No usa
14070383;Terminal cobre estañado 150mm ;;;;Simple;No usa
14080001;Tensor De Distribución  ;Amarok ;;;Simple;No usa
14080002;15W-40 Ambra (Lubricantes);;;;Simple;No usa
14080003;Sae 15-40 Super Duty (Scannia);;;;Simple;No usa
14080004;S1 Atf P/Transmision ;;;;Simple;No usa
14080005;Agua Destilada ;;;;Simple;No usa
14080006;Refrigerante por 1 Litros.;;;;Simple;No usa
14080007;Aceite Atf ;;;;Simple;No usa
14080008;Ruedas Bf-3157 Fija ;;;;Simple;No usa
14080009;Batería 110 X 12 V.;;;;Simple;No usa
14080010;Cubierta 750 R/16 C/Cámara;;;;Simple;No usa
14080011;Aceite P/Diferencial S2A 80W90;Por Litro;;;Simple;No usa
14080012;Filtro De Combustible  P556245;;;;Simple;No usa
14080013;Reten  45X70X14Mm 1211;Massey Ferguson;;;Simple;No usa
14080014;Ramal Eléctrico C/Faros Trase.;Para Tractor Tt55;;;Simple;No usa
14080015;Aceite  S3 Ax 80W-90 X Litros ;;;;Simple;No usa
14080016;Liquido De Freno ;;;;Simple;No usa
14080017;Filtro De Combust. C1-1860 Pl ;(Camion Mercedes);;;Simple;No usa
14080018;Aceite Extravida Xv 100-15W40;;;;Simple;No usa
14080019;"Racor Rapido - Roscado 3/8"""; 8,25Mm ;;;Simple;No usa
14080020;Reten De Nitrilo 65-90-10;;;;Simple;No usa
14080021;Reten De Nitrilo 60-110-8;;;;Simple;No usa
14080022;Reten De Nitrilo 60-10-13;;;;Simple;No usa
14080023;Reten De Nitrilo 70-90-10;;;;Simple;No usa
14080024;Reten De Nitrilo 40-80-10;;;;Simple;No usa
14080025;Reten De Nitrilo 40-80-12;;;;Simple;No usa
14080026;Reten De Nitrilo 40-62-10;;;;Simple;No usa
14080027;Aceite Hidraulico Tellus 68;;;;Simple;No usa
14080028;Aceite Rimula 15W 40 P/Motor;;;;Simple;No usa
14080029;Aceite Vegetal Para Reductor ;Isovg320Gulf Hd;;;Simple;No usa
14080030;Anti Freeze Organico ( Rojo); Anticongelante;;;Simple;No usa
14080031;Aceite Hidraulico Tellus 100;;;;Simple;No usa
14080032;Aceite Hidraulico Atf;;;;Simple;No usa
14080033;Filtro De Aceite Fram Ph 2852;;;;Simple;No usa
14080034;Filtro De Aceite Fram H 2225;;;;Simple;No usa
14080035;Correa  A-32  ;;;;Simple;No usa
14080036;Correa  A-84 ;;;;Simple;No usa
14080037;Grasa De Litio X Kilo Roja ;;;;Simple;No usa
14080038;Correa Ax 64 ;(Extractores Ulapes);;;Simple;No usa
14080039;Rueda Nd-270Pr  ;Llanta De Chapa;;;Simple;No usa
14080040;Control + Percha De Tolva ;;;;Simple;No usa
14080041;Poleas V7501 P/Tensor T-Max;;;;Simple;No usa
14080042;Amortiguador de cabina camión ;;;;Simple;No usa
14080043;Tacos cabina camión VW19320;;;;Simple;No usa
14080044;Amortiguador camión VW 19320;;;;Simple;No usa
14080045;Mantenimiento rodados ;;;;Simple;No usa
14080046;Filtro de aire primario ;;;;Simple;No usa
14080047;Filtro de aire secundario ;;;;Simple;No usa
14080048;Filtro de combustible primario;;;;Simple;No usa
14080049;Filtro de combustible secundar;;;;Simple;No usa
14080050;Filtro de aceite ;;;;Simple;No usa
14080051;Filtro de gas oil;;;;Simple;No usa
14080052;Filtro de gas oil secund;;;;Simple;No usa
14080053;Filtro hidráulico;;;;Simple;No usa
14080054;Filtro dirección ;;;;Simple;No usa
14080055;Filtro de agua;;;;Simple;No usa
14080056;Kit service Ford Ranger;;;;Simple;No usa
14080057;Perfil aluminio p/ camion ;;;;Simple;No usa
14080058;Manchon ada acople bomba ;;;;Simple;No usa
14080059;Mica Trasero  de Camioneta ;;;;Simple;No usa
14080060;Vidrio p/ ventana camión;;;;Simple;No usa
14080061;Bomba Hid. 25/16lts ;Venturi tandem 1;;;Simple;No usa
14080062;Bomba hidráulica ;;;;Simple;No usa
14080063;Juego embrague comp. Merc8151;;;;Simple;No usa
14080064;Service Saveiro;;;;Simple;No usa
14080065;Orbitrol de dirección ;autoelevador;;;Simple;No usa
14080066;Cubiertas 295/80/R 22.5;;;;Simple;No usa
14080067;Llanta 900x22.5 ;;;;Simple;No usa
14080068;Regulador de Voltaje ;;;;Simple;No usa
14080069;Cubiertas 175/70/R14;;;;Simple;No usa
14080070;Base columna de dirección;;;;Simple;No usa
14080071;Electroválvula 1/4 ;;;;Simple;No usa
14080072;Depósito de agua camión ;;;;Simple;No usa
14080073;Radiador p/ agua;;;;Simple;No usa
14080074;Paragolpe delantero ;;;;Simple;No usa
14080075;Cilindro redondo ;p/ tolva ;;;Simple;No usa
14080076;Aceite 2T;;;;Simple;No usa
14080077;Mango de acople cardan ;Pauny 180A;;;Simple;No usa
14080078;Aceite P/Motor 4 tiempos;;;;Simple;No usa
14080079;Bateria 12v x 90amp;;;;Simple;No usa
14080080;Kit tensores y correas poly-v ;;;;Simple;No usa
14080081;Líquido hidráulico p/dirección;;;;Simple;No usa
14080082;Ruleman 30206;;;;Simple;No usa
14080083;Cubierta p/tractor 12/4/24 ;;;;Simple;No usa
14080084;Tubo de aire acondicionado ;Ford ranger 2.2;;;Simple;No usa
14080085;Tensor de correa poli v;Ford Ranger 2.2;;;Simple;No usa
14080086;Pulmón de aire p/tolva;;;;Simple;No usa
14080087;Tambor de arranque ;;;;Simple;No usa
14080088;Varilla de suspensión;;;;Simple;No usa
14080089;Cubierta 275/80/R 22.5;;;;Simple;No usa
14080090;Batería 12 X 75amp;;;;Simple;No usa
14080091;Bujía precalentamiento;;;;Simple;No usa
14080092;Manguera de hidráulico;;;;Simple;No usa
14080093;Válvula de manguera hidráulico;;;;Simple;No usa
14080094;Kit de seguridad p/ autos;;;;Simple;No usa
14080095;Batería 12 x 20amp ;;;;Simple;No usa
14080096;Crique hidráulico 4 tn;;;;Simple;No usa
14080097;Maza y punta de eje 2000kg;5x139 trailer;;;Simple;No usa
14080098;Filtro secador completo;camiones;;;Simple;No usa
14080099;Cubierta 265/60 R18;;;;Simple;No usa
14080100;Cubierta 215/75 R17.5;;;;Simple;No usa
14080101;Ruleman UC 204;;;;Simple;No usa
14080102;Ruleman UC 212;;;;Simple;No usa
14080103;Llave cruz p/rodados;;;;Simple;No usa
14080104;Conjunto de transmisión ;;;;Simple;No usa
14080105;Correa avx 10 x1238;;;;Simple;No usa
14080106;Emulador de luces ;P/ carro;;;Simple;No usa
14080107;Cubierta 265/65/R17;;;;Simple;No usa
14080108;Ficha trailer 5 pines;;;;Simple;No usa
14080109;Bombin de bomba inyectora MV1518;;;;Simple;No usa
14080110;Agua Desmineralizada;;;;Simple;No usa
14080111;Urea automotriz;;;;Simple;No usa
14080112;Bloqueador de aire p/ camión mercedes 15/18;;;;Simple;No usa
14080113;Válvula Manual Freno Estacionamiento;Mercedes Benz ;;;Simple;No usa
14080114;Filtro de aire EP/080 ;;;;Simple;No usa
14080115;Filtro de aire ES/080;;;;Simple;No usa
14080116;Filtro de aceite mwm/905411880009 ;;;;Simple;No usa
14080117;Filtro de combustible mwm/905411540019;;;;Simple;No usa
14080118;Saca filtro con cadena ;;;;Simple;No usa
14080119;Filtro de combustible P4182;;;;Simple;No usa
14080120;Filtro de aire CA32955Y;;;;Simple;No usa
14080121;Filtro de aire CA3295 ;;;;Simple;No usa
14080122;Chapa lisa negra cal 12 2,5mm;p/ batea;;;Simple;No usa
14080123;Caño estructural p/ batea 80mmx60mmx4mm;;;;Simple;No usa
14080124;Cubierta 6-00-9 autoelevador;;;;Simple;No usa
14080125;Limpia inyector p/diésel;;;;Simple;No usa
14080126;Correa Auxiliar 1238;Amarok ;;;Simple;No usa
14080127;Cubierta 295/80 R22.5 ;Batea;;;Simple;No usa
14080128;Llanta R22.5 10 tornillos;;;;Simple;No usa
14080129;Pulsador de metal 12V ;Pauny;;;Simple;No usa
14090001;Servicio de Pinturería;;;;Simple;No usa
14090002;Servicio de Plomeria;;;;Simple;No usa
14090003;Serv. Mant. y Rep. Equipos ;;;;Simple;No usa
14090004;Servicio Mant. Eléctrico ;;;;Simple;No usa
14090005;Servicio de Herrería;;;;Simple;No usa
14090006;Servicio Mant. General;;;;Simple;No usa
14090007;Servicio Mant. General NG;;;;Simple;No usa
14100001;Llave de impacto gds 18V;;;;Simple;No usa
14100002;Taladro inalámbrico 18V;;;;Simple;No usa
14100003;Máquina grippera ;;;;Simple;No usa
14100004;Gripper ;;;;Simple;No usa
15010001;Eventos especiales ;;;;Simple;No usa
15020001;Obsequios empresariales;;;;Simple;No usa
15020002;Obs. Empresariales No Grav;;;;Simple;No usa
16010001;Bonificación proveedores;;;;Simple;No usa
16020001;Diferencia de precio ;;;;Simple;No usa
16020002;Dif. precio x Vta de Granos;;;;Simple;No usa
16020003;Ajustes proveedores;;;;Simple;No usa
16020004;Ajust. por devolución producto;;;;Simple;No usa
16020005;Ajustes proveedores S/IVA;;;;Simple;No usa
16020006;Ajustes clientes;;;;Simple;No usa
17020004;Movimiento y niv. de suelo;;;;Simple;No usa
17020005;Mejoras edilicias Locales Comerciales;;;;Simple;No usa
17030001;Cemento obra en curso;;;;Simple;No usa
17030002;Malla sima obra en curso;;;;Simple;No usa
17030003;Block vibrado obra en curso;;;;Simple;No usa
17030004;Cal aérea obra en curso;;;;Simple;No usa
17030005;Árido x metro obra en curso ;;;;Simple;No usa
17030006;Hierro nerv. 12mm obra en curs;obra en curso;;;Simple;No usa
17030007;Hierro nerv. 10mm obra en curs;Obra en curso;;;Simple;No usa
17030008;Hierro nerv. 5,5mm ob. en curs;Obra en curso;;;Simple;No usa
17030009;Caño est. 60x30 1.2mm ob. en c;Obra en curso;;;Simple;No usa
17030010;Caño est. 80x40 1.6mm ob. en c;Obra en curso;;;Simple;No usa
17030011;Carretilla obra en curso ;;;;Simple;No usa
17030012;Cal obra en curso;;;;Simple;No usa
17030013;Rotomartillo 850W Ob. en curso;;;;Simple;No usa
17030014;Amoladora 230W Ob. en curso;;;;Simple;No usa
17030015;Art. Ferreteria Obra en curso;;;;Simple;No usa
17030016;Sikagrout x25kg obra en curso ;;;;Simple;No usa
17030017;Sikaflex-1A 300ml ob en curso ;;;;Simple;No usa
17030018;Sika monotop 25kk ob en curso ;;;;Simple;No usa
17030019;Alambre obra en curso;;;;Simple;No usa
17030020;Vibrador de concreto ob. curso;1200x;;;Simple;No usa
17030021;Block P20U obra en curso;;;;Simple;No usa
17030022;Hierro nervado 8 obra en curso;;;;Simple;No usa
17030023;Hierro nervado 6 obra en curso;;;;Simple;No usa
17030024;Caño Cloacal PVC 110MM X 4 MTS;Obra en curso;;;Simple;No usa
17030025;Protex Ret obra en curso;Plast. y retardador;;;Simple;No usa
17030026;Buje red pvc ø63mmø32mm ob cur;obra e curso ;;;Simple;No usa
17030027;"Caño PEAD K6 1"" obra en curso";;;;Simple;No usa
17030028;"Caño PEAD K6 1/2"" obra en curs";;;;Simple;No usa
17030029;Curva 90º pvc ø160mm obr curso;;;;Simple;No usa
17030030;"Espiga 1"" RM PEAD ob. en curso";;;;Simple;No usa
17030031;"Espiga 1/2"" RH PEAD ob. en cur";;;;Simple;No usa
17030032;"Espiga 1/2"" RM PEAD ob en curs";;;;Simple;No usa
17030033;"Montura derivacion ø32mm-1/2"" ";Obra en curso ;;;Simple;No usa
17030034;"Montura derivacion ø63mm-1""";Obra en curso ;;;Simple;No usa
17030035;"Tee espiga 1/2"" PEAD obra curs";;;;Simple;No usa
17030036;"Tee espiga doble 1/2"" RM 1/2"" ";obra en curso;;;Simple;No usa
17030037;Tee pvc ø63mm obra en curso;;;;Simple;No usa
17030038;Teflon alta densidad 3/4 x50mt;Obra en curso ;;;Simple;No usa
17030039;Tubo pvc ø160mm K6 ob curso;;;;Simple;No usa
17030040;Tubo pvc ø250mm K6 ob en curso;;;;Simple;No usa
17030041;Tubo pvc ø63mm ob en curso;;;;Simple;No usa
17030042;"Valvula esferica pvc 1""ob curs";;;;Simple;No usa
17030043;Valvula esferica pvc ø32mm;;;;Simple;No usa
17030044;"Tornillo tel madera cabeza waffer 6 x ¾""";;;;Simple;No usa
17030045;Perfil montante 34mm;;;;Simple;No usa
17030046;Perfil montante 76mm;Obra en curso;;;Simple;No usa
17030047;Tornillo aut. T1 punta mecha ;Obra en curso;;;Simple;No usa
17030048;Taco c/ tope c/ tirafondo fix 8mm ;Obra en curso ;;;Simple;No usa
17030049;Gabinete 60x45x21 IP 65;;;;Simple;No usa
17030050;Interruptor compacto 35ka trip.35x160A;;Obra en curso;;Simple;No usa
17030051;Interruptor térmico 4x40A 4,5KA;;;;Simple;No usa
